threshold,gt_id,pred_id,iou
0.5,2187,14,0.861142694712905
0.5,2191,21,0.8608929455883394
0.5,2192,17,0.6666299377444769
0.5,2200,13,0.6119987787502544
0.5,2201,18,0.600009773737966
0.5,2209,26,0.5526448825773244
0.5,2210,25,0.7324080247287714
0.5,2211,23,0.5494784580498866
0.5,2230,34,0.5460635019872282
0.5,2242,33,0.8797564687975646
0.5,2243,35,0.8668338108882522
0.5,2246,36,0.8804740569446452
0.5,2247,38,0.8803876193231125
0.5,2288,48,0.8737073239835671
0.5,2299,51,0.8803636363636363
0.5,2300,52,0.7449602367301646
0.5,2303,56,0.7279429538312787
0.5,2313,60,0.8783045663098099
0.5,2319,69,0.8659905049633146
0.5,2322,59,0.8722070059103358
0.5,2350,77,0.8867251375055746
0.5,2357,72,0.727190277525848
0.5,2358,70,0.8828181164629763
0.5,2359,78,0.8771853778355729
0.5,2365,76,0.8763444794029414
0.5,2382,82,0.8771161704611792
0.5,2392,85,0.7219669391895924
0.5,2412,96,0.8786106554454033
0.5,2413,88,0.8781684981684982
0.5,2430,97,0.8602180794934928
0.5,2436,103,0.8742454728370221
0.5,2439,101,0.5859307566893641
0.5,2472,115,0.8772641646138241
0.5,2474,109,0.8736621347989586
0.5,2488,116,0.7166177334116265
0.5,2495,119,0.8813856610392458
0.5,2499,118,0.7858532157676349
0.5,2506,125,0.882199898821999
0.5,2634,65,0.8843131548311991
0.5,2660,131,0.7472230745627493
0.5,2661,140,0.8817744916820702
0.5,5275,11,0.8753943217665615
0.5,5283,22,0.8489713650264109
0.5,5287,24,0.6752753088490133
0.5,5303,29,0.8106430740789647
0.5,5322,30,0.8781087333718912
0.5,5328,32,0.8813497558486991
0.5,5351,41,0.8795891608391608
0.5,5383,46,0.8805753305244806
0.5,5389,47,0.876537880423052
0.5,5390,49,0.7423029008720413
0.5,5420,61,0.8806569343065693
0.5,5425,62,0.8825982005705508
0.5,5435,63,0.8883177913209487
0.5,5436,66,0.874439461883408
0.5,5438,67,0.7645159247767999
0.5,5442,71,0.6962581689896478
0.5,5468,81,0.8782191182889568
0.5,5473,74,0.8683757001292546
0.5,5485,80,0.7322348094747683
0.5,5501,86,0.8798708446466573
0.5,5514,89,0.870207552608821
0.5,5526,87,0.8781460796402408
0.5,5529,90,0.7452087080568133
0.5,5556,99,0.8835541242772451
0.5,5562,102,0.8772032046613256
0.5,5570,104,0.8804387302970872
0.5,5571,105,0.6508230676986809
0.5,5587,114,0.881222132885023
0.5,5588,106,0.8856273102848445
0.5,5596,112,0.7398965007392805
0.5,5600,111,0.7122973824388568
0.5,5623,121,0.8765485763964356
0.5,5635,122,0.8857184451885282
0.5,5876,27,0.880233901241698
0.5,5877,28,0.5719132893496701
0.5,5880,37,0.7077127352499711
0.5,5884,39,0.875873616773442
0.5,5896,53,0.7235097359933103
0.5,5899,58,0.8745089480576168
0.5,5914,75,0.8833785070690792
0.5,5915,73,0.8762372660934904
0.5,5926,94,0.8778218535881717
0.5,5927,92,0.8859075043630017
0.5,5928,93,0.7020486332772329
0.5,5936,108,0.8847724620770129
0.5,5943,110,0.8789711454386476
0.5,5945,120,0.8821588325878126
0.5,5953,124,0.8683443520295727
0.5,7749,177,0.8834637754003015
0.5,7754,176,0.8864267953780898
0.5,7763,186,0.8799215458375709
0.5,7764,187,0.8819153546150513
0.5,7765,181,0.8857372614957234
0.5,7786,191,0.7405829319501049
0.5,7792,193,0.6230545491656886
0.5,7793,192,0.718447740195791
0.5,7806,195,0.6850491580969601
