method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop03_BA_TOS_iou0p75,0.75,213,289,211,78,152,59,61,0.7203791469194313,0.7136150234741784,0.7169811320754718,0.9906103286384976
