method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop03_OtsuplusWS_iou0p75,0.75,216,379,225,154,163,62,53,0.7244444444444444,0.7546296296296297,0.7392290249433106,1.0416666666666667
