method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_00_crop04_BA_TOS_raw_no_size_filter_iou0p50,0.5,272,397,270,127,250,20,22,0.9259259259259259,0.9191176470588235,0.922509225092251,0.9926470588235294
