method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
crop04_batos,0.5,272,407,269,138,269,0,3,1.0,0.9889705882352942,0.9944547134935305,0.9889705882352942
