method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop03_w_o_size_filter,0.5,213,364,273,91,205,68,8,0.7509157509157509,0.9624413145539906,0.8436213991769548,1.2816901408450705
