threshold,gt_id,pred_id,iou
0.5,7251,30,0.7187261744179227
0.5,7257,19,0.8616773647457149
0.5,7258,32,0.9109858319115792
0.5,7259,23,0.5517256835499776
0.5,7264,27,0.5460219109195402
0.5,7265,21,0.9030563161400134
0.5,7269,25,0.5952658695440848
0.5,7270,26,0.9187995809010627
0.5,7271,20,0.8588555098626891
0.5,7273,22,0.5349138489441637
0.5,7276,35,0.8424479166666666
0.5,7277,28,0.8939991239597022
0.5,7280,34,0.8587877931619101
0.5,7282,36,0.8862449216482878
0.5,7284,42,0.580697875612804
0.5,7285,33,0.6721764608325501
0.5,7292,41,0.9636032035524542
0.5,7294,43,0.6699493838028169
0.5,7297,45,0.6971076284858262
0.5,7298,46,0.9554675118858954
0.5,7301,52,0.752141458639256
0.5,7304,47,0.9623361144219309
0.5,7306,48,0.8175987171777911
0.5,7310,53,0.9471157629652948
0.5,7312,51,0.7067855089131685
0.5,7319,44,0.7868167202572347
0.5,7322,54,0.9542670802513322
0.5,7324,57,0.9573369349328672
0.5,7327,56,0.961956953379398
0.5,7328,58,0.9507875558341823
0.5,7335,65,0.9577988915281077
0.5,7336,64,0.5910463756819954
0.5,7339,59,0.8599804168415163
0.5,7341,63,0.9531738586616635
0.5,7342,62,0.9576437367636678
0.5,7345,69,0.95625
0.5,7351,74,0.9584017515051998
0.5,7353,70,0.9631737000158053
0.5,7360,66,0.958195298943051
0.5,7363,73,0.959428344581183
0.5,7364,77,0.949092062485132
0.5,7365,75,0.9611234528721041
0.5,7366,71,0.9599906228022193
0.5,7368,68,0.9549744700603435
0.5,7371,72,0.9554655870445344
0.5,7373,79,0.9572275991258196
0.5,7376,78,0.9524144397562119
0.5,7380,80,0.9562273657691702
0.5,7382,83,0.9648328967214416
0.5,7383,84,0.963679060665362
0.5,7388,82,0.9482948294829483
0.5,7389,86,0.9591964355506918
0.5,7390,91,0.956365623292483
0.5,7392,87,0.9562072489975627
0.5,7396,85,0.7710843373493976
0.5,7397,90,0.6132277834525025
0.5,7401,88,0.7333333333333333
0.5,7404,92,0.6144407260926884
0.5,7405,98,0.9494894379920492
0.5,7410,96,0.9569039956040506
0.5,7412,97,0.961648177496038
0.5,7413,95,0.9584315574414585
0.5,7417,102,0.7254105597739714
0.5,7420,103,0.9553025672371638
0.5,7424,99,0.9645055559996802
0.5,7428,106,0.9564634434892342
0.5,7430,101,0.9632017612832207
0.5,7433,100,0.8445003741242092
0.5,7434,104,0.958004223039024
0.5,7436,107,0.9613572101790764
0.5,7441,110,0.9530159228174759
0.5,7443,114,0.9539643949494158
0.5,7447,111,0.9572717202088938
0.5,7448,112,0.9649510577833912
0.5,7449,108,0.9626168224299065
0.5,7460,121,0.9614079393891564
0.5,7462,119,0.7420537897310513
0.5,7465,115,0.5571864885809363
0.5,7466,122,0.9593540333905446
0.5,7467,117,0.9591562648127666
0.5,7472,126,0.8150866058442418
0.5,7473,120,0.9646769328464836
0.5,7476,125,0.9598101265822785
0.5,7477,127,0.9613189600507293
0.5,7480,128,0.955390625
0.5,7481,123,0.9555241238409555
0.5,7483,124,0.8906903381996919
0.5,7484,131,0.879905301671569
0.5,7488,129,0.9632051686101482
0.5,7491,137,0.9587369084179856
0.5,7494,133,0.953064088570092
0.5,7495,132,0.9514449056308246
0.5,7496,134,0.9568396226415095
0.5,7497,135,0.9597188215780744
0.5,7501,136,0.8653122114086809
0.5,7509,140,0.6521969016020727
0.5,7512,149,0.9673991210547344
0.5,7513,138,0.9533772136028835
0.5,7514,144,0.9672026747333227
0.5,7516,145,0.9591115994349396
