threshold,gt_id,pred_id,iou
0.75,3673,31,0.8543534153290251
0.75,3676,41,0.7650037509377344
0.75,3678,44,0.8674033149171271
0.75,3689,40,0.7778690077685846
0.75,3702,52,0.9580932838765686
0.75,3713,49,0.9635203277655215
0.75,3725,68,0.9632876712328767
0.75,3733,64,0.9587138062904862
0.75,3740,75,0.9561417199937569
0.75,3756,84,0.9637749489234638
0.75,3761,80,0.9575628259838787
0.75,3765,89,0.9543633650145315
0.75,3778,79,0.8527196652719665
0.75,3780,82,0.9501900845682365
0.75,3786,96,0.9546986440943648
0.75,3787,99,0.9595013164008054
0.75,3788,92,0.797786264483138
0.75,3808,98,0.9467771924387977
0.75,3817,101,0.9633636004737466
0.75,3819,103,0.9684483164586767
0.75,3828,107,0.9544572891613003
0.75,3836,113,0.9557584269662921
0.75,3844,112,0.7785732549220148
0.75,3858,119,0.9625984251968503
0.75,3859,128,0.9607736099196755
0.75,3869,122,0.7915951427299892
0.75,3870,126,0.9573142233992834
0.75,3872,136,0.9164243644225751
0.75,3874,127,0.9527431996311664
0.75,3884,139,0.7523505192650403
0.75,3888,141,0.9473890544143014
0.75,3894,142,0.9555643564356435
0.75,3902,147,0.9528914625557555
0.75,3914,151,0.954470909800859
0.75,3927,156,0.958960545080019
0.75,3935,153,0.955921568627451
0.75,3944,171,0.9563164108618654
0.75,3959,175,0.9657705532979056
0.75,3965,177,0.9492528256087386
0.75,3980,172,0.8867271941201902
0.75,3982,187,0.9625555815586239
0.75,3989,176,0.9622336991607489
0.75,3992,184,0.955793392275477
0.75,3993,186,0.8499824991249563
0.75,4016,189,0.965686656788583
0.75,4146,54,0.9539380600534507
0.75,4178,192,0.9477629240398733
0.75,5277,35,0.8278190411883862
0.75,5302,50,0.9602675059008655
0.75,5318,58,0.953147990397274
0.75,5332,65,0.9629424778761062
0.75,5333,69,0.9656406585540444
0.75,5337,59,0.7833513238935805
0.75,5341,66,0.9613148306070238
0.75,5354,76,0.9655199683669434
0.75,5355,78,0.9685794479962576
0.75,5378,88,0.9587669196463501
0.75,5386,83,0.9516675865331546
0.75,5398,94,0.955885803676183
0.75,5411,97,0.9503474119759544
0.75,5413,100,0.960607721826298
0.75,5424,104,0.9602596580113997
0.75,5434,110,0.9562716671919319
0.75,5444,115,0.96018496747394
0.75,5451,117,0.898733255678509
0.75,5464,124,0.9590144700821275
0.75,5466,120,0.7928297221680005
0.75,5476,125,0.8173594945128034
0.75,5480,134,0.963018333464474
0.75,5487,133,0.9640191688270877
0.75,5488,130,0.957395056885053
0.75,5490,138,0.9513845185651353
0.75,5493,135,0.955281358063502
0.75,5523,143,0.9651390520955738
0.75,5542,150,0.9569977159959046
0.75,5544,149,0.9545948463210183
0.75,5546,159,0.9617814523048124
0.75,5554,154,0.9518175449521289
0.75,5560,161,0.9617145563624881
0.75,5566,166,0.9582309582309583
0.75,5575,169,0.9552935591074537
0.75,5580,168,0.9548603004124835
0.75,5582,160,0.9602303681220329
0.75,5583,174,0.9709493620094696
0.75,5590,178,0.9547057440639448
0.75,5598,173,0.959615685049211
0.75,5604,183,0.9142771804062126
0.75,5872,45,0.8466291744775394
0.75,5878,63,0.9585296889726673
0.75,5879,61,0.9592817200913601
0.75,5881,77,0.9600406631216766
0.75,5882,62,0.9582311525986869
0.75,5894,93,0.9530315969257045
0.75,5897,91,0.9616960907944514
0.75,5907,106,0.9639171196722603
0.75,5909,114,0.9625276112338277
0.75,5910,118,0.9593643766305637
0.75,5917,129,0.9615294393619517
0.75,5931,148,0.9544460071886233
0.75,5932,152,0.9545280269917951
0.75,5938,163,0.9598333595346643
0.75,5942,170,0.9548009182300324
0.75,5944,180,0.9595759829127443
0.75,5946,181,0.9574817946910971
0.75,5949,194,0.9636222910216719
0.75,5951,195,0.9561091340450771
0.75,9763,252,0.9534626912762265
0.75,9769,256,0.9754866618601298
0.75,9771,260,0.7911527284468841
0.75,9776,253,0.959791040050657
0.75,9777,255,0.9650661862614553
0.75,9783,261,0.9029394644935972
0.75,9804,275,0.8785220058492047
0.75,9817,282,0.9674654816695762
0.75,9818,280,0.9600523399014779
0.75,9842,286,0.9607843137254902
0.75,9844,288,0.9613004308656482
0.75,9852,291,0.9575099586034523
0.75,9855,301,0.9622820168862937
0.75,9857,297,0.9466555056692794
0.75,9873,295,0.922884440400364
0.75,9876,298,0.9484220442769665
0.75,9882,303,0.9717568214456678
0.75,9889,304,0.9701480781348456
0.75,9902,317,0.8037745774972053
0.75,9917,328,0.9612096263457884
0.75,9925,337,0.9508911199315122
0.75,9931,332,0.9579719287178678
0.75,9938,334,0.9628209142141515
0.75,9940,342,0.9540721168790799
0.75,9948,338,0.9509367321867321
0.75,9959,339,0.9685378902818813
0.75,9967,347,0.9506558400999375
0.75,9976,343,0.9611362572186671
0.75,9978,348,0.9588889765643493
0.75,9985,351,0.9624664879356568
0.75,10004,364,0.9609209804996476
0.75,10016,358,0.9586065250019749
0.75,10052,384,0.9250369276218612
0.75,10062,395,0.8078184441820806
