method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_00_crop02_w_o_boundary_rejection,0.5,265,5,5,0,0,5,265,0.0,0.0,0.0,0.018867924528301886
