method,n_grains,recall_iou050,recall_iou075,mean_best_iou,median_best_iou,mean_centroid_error,median_centroid_error,mean_relative_volume_error,median_relative_volume_error
Min-tree-core+WS,2808,0.31837606837606836,0.24964387464387464,0.44177595440455175,0.39526713679699466,33.68809764124028,25.93065866642194,3.600493263703249,1.3971300345772815
Otsu+WS,2808,0.959045584045584,0.7606837606837606,0.8344182191587198,0.890178439581537,1.428454520737222,0.23338747795115508,0.15636002390799258,0.08800362175088741
BA-TOS,2808,0.9725783475783476,0.7927350427350427,0.8570408803625479,0.93074435128214,1.5208282173656187,0.0910059732411524,0.18397494253416075,0.05198133716824702
