method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop03_BA_TOS_LS_iou_0p75,0.75,213,314,212,102,157,55,56,0.7405660377358491,0.7370892018779343,0.7388235294117647,0.9953051643192489
