crop_id,x,y,z,size,gt_valid,pred_labels,fg_iou,fg_dice,fg_precision,fg_recall,obj_recall_iou25,obj_recall_iou50,matched_iou50
crop02,600,800,300,200,265,404,0.9471687397160068,0.9728676517826089,0.9755499724361245,0.9702000410178162,1.0,0.9811320754716981,260
crop03,900,600,300,200,216,356,0.8527750611037557,0.9205381473514989,0.8721260806619857,0.9746408497747588,1.0,0.9629629629629629,208
crop04,500,500,700,200,272,407,0.9476287679786313,0.9731102595718367,0.975754990828662,0.9704798263636779,1.0,0.9889705882352942,269
crop05,800,900,700,200,129,420,0.7899769075133996,0.8826671497240931,0.8085795445426971,0.971701067989027,1.0,0.8992248062015504,116
crop06,350,650,500,200,271,378,0.9057462502857508,0.950542340198693,0.9274083206841597,0.9748600334241934,0.996309963099631,0.974169741697417,264
crop07,700,400,500,200,263,396,0.9421281490076665,0.9702018370817068,0.9687901674781101,0.9716176267087983,1.0,0.9847908745247148,259
