method,mean_precision,mean_recall,F1@0.25,F1@0.50,F1@0.75,mean_overseg,total_fp,total_fn,n_crops
BA-TOS-LS-AUTO,0.9876626951412848,0.9864330412047098,0.9980594031836616,0.9870405378010797,0.770671288734737,0.9988182054519891,24,29,12
