method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_00_crop05_Min_tree_coreplusWS_iou0p25,0.25,129,229,128,101,128,0,1,1.0,0.9922480620155039,0.9961089494163424,0.9922480620155039
