method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_00_crop07_BA_TOS_LS_AUTO_iou_0p75,0.75,263,404,263,141,231,32,32,0.8783269961977186,0.8783269961977186,0.8783269961977186,1.0
