method,P@0.50,R@0.50,F1@0.25,F1@0.50,F1@0.75,overseg,tp@0.50,fp@0.50,fn@0.50
BA-TOS-LS-AUTO-TILE,0.822380106571936,0.7396166134185304,0.9150546677880572,0.7788057190916736,0.7148864592094196,0.8993610223642172,463,100,163
