method,tile,P@0.50,R@0.50,F1@0.25,F1@0.50,F1@0.75,overseg,tp@0.50,fp@0.50,fn@0.50
BA-TOS-LS-AUTO,EFRGP01_01_center_256_halo_64,0.3490566037735849,0.1182108626198083,0.3436754176610978,0.1766109785202863,0.1384248210023866,0.3386581469648562,74,138,552
