method,P@0.50,R@0.50,F1@0.25,F1@0.50,F1@0.75,overseg,tp@0.50,fp@0.50,fn@0.50
BA-TOS-LS-AUTO-TILE,0.924812030075188,0.9824281150159744,0.9635941130906274,0.9527498063516654,0.9047250193648336,1.062300319488818,615,50,11
