method,threshold,mean_precision,mean_recall,mean_f1,mean_overseg,total_fp,total_fn,n_crops
BA-TOS-LS,0.25,0.9990407219599385,0.9950972843155111,0.9970620591726512,0.9960577445563575,2,13,12
BA-TOS-LS,0.5,0.9852143852116536,0.9813127258055626,0.983256693725493,0.9960577445563575,30,41,12
BA-TOS-LS,0.75,0.782635392821398,0.7795301373793659,0.7810773326296617,0.9960577445563575,523,534,12
