method,mean_precision,mean_recall,F1@0.25,F1@0.50,F1@0.75,mean_overseg,total_fp,total_fn,n_crops
BA-TOS-LS,0.9852143852116536,0.9813127258055626,0.9970620591726512,0.983256693725493,0.7810773326296617,0.9960577445563575,30,41,12
