method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop04_w_o_flattening,0.5,264,395,261,134,261,0,3,1.0,0.9886363636363636,0.9942857142857142,0.9886363636363636
