crop_id,gt_valid,pred_labels,fg_dice,rec050_bestmatch,precision050,recall050,f1050,fp050,fn050,overseg_ratio
crop02,265,404,0.9728676517826089,0.9811320754716981,0.9961685823754789,0.9811320754716981,0.9885931558935361,1,5,0.9849056603773585
crop03,216,356,0.9205381473514989,0.9629629629629629,0.7703703703703704,0.9629629629629629,0.8559670781893004,62,8,1.25
crop04,272,407,0.9731102595718367,0.9889705882352942,1.0,0.9889705882352942,0.9944547134935305,0,3,0.9889705882352942
crop05,129,420,0.8826671497240931,0.8992248062015504,0.3240223463687151,0.8992248062015504,0.47638603696098564,242,13,2.7751937984496124
crop06,271,378,0.950542340198693,0.974169741697417,0.9850746268656716,0.974169741697417,0.9795918367346939,4,7,0.988929889298893
crop07,263,396,0.9702018370817068,0.9847908745247148,1.0,0.9847908745247148,0.9923371647509579,0,4,0.9847908745247148
