method,threshold,gt_valid,pred_total,pred_eval,pred_ignored_border,tp,fp,fn,precision,recall,f1,overseg_ratio_pred_eval_gt
EFRGP01_01_crop06_BA_TOS_local_split,0.5,265,383,266,117,261,5,4,0.981203007518797,0.9849056603773585,0.983050847457627,1.0037735849056604
